,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Pri Body Col,Sec Body Col,Body Pattern,Num Body Cols,Pri Leg Col,Sec Leg Col,Leg Pattern,Num Leg Cols,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Mean Precipitation,Mean Evapotranspiration,MidRange Latitude,PC1
131,Nile Lechwe,Cetartiodactyla,Bovidae,Kobus,Kobus megaceros,E3,E4,3,3,E3,A1,6,2,E4,NA,0,1,A1,C5,2,2,71.9,878.23,8.02,0.48734788
132,Puku,Cetartiodactyla,Bovidae,Kobus,Kobus vardonii,G2,A1,3,2,G2,G3,6,2,G2,NA,0,1,G2,NA,0,1,100.21,939.18,-10.68,0.121595725
133,Gerenuk,Cetartiodactyla,Bovidae,Litocranius,Litocranius walleri,G2,A1,3,2,G2,G3,4,3,G2,A1,2,2,C5,NA,0,1,40.53,596.79,2.96,1.221127618
134,Guenther's Dik-Dik,Cetartiodactyla,Bovidae,Madoqua,Madoqua guentheri,D2,C5,3,3,D2,A1,4,2,G2,NA,0,1,D2,NA,0,1,41.43,618.6,4.34,1.178981651
135,Kirk's Dik-Dik,Cetartiodactyla,Bovidae,Madoqua,Madoqua kirkii,G2,C5,3,3,D2,G2,4,3,G2,NA,0,1,D2,NA,0,1,45.69,617.04,-6.58,1.140425106
136,Silver Dik-Dik,Cetartiodactyla,Bovidae,Madoqua,Madoqua piacentinii,D2,G3,1,2,D2,NA,0,1,G2,NA,0,1,D2,NA,0,1,18.05,339.62,4.13,1.832173975
137,Salt's Dik-Dik,Cetartiodactyla,Bovidae,Madoqua,Madoqua saltiana,D2,G2,3,4,D2,NA,0,1,G2,NA,0,1,D2,NA,0,1,31.6,453.34,9.77,1.527272779
138,Red Goral,Cetartiodactyla,Bovidae,Naemorhedus,Naemorhedus baileyi,G2,C4,1,2,G2,NA,0,1,G2,NA,0,1,G2,C5,2,2,173.39,1038.97,26.94,-0.735148532
139,Long-Tailed Goral,Cetartiodactyla,Bovidae,Naemorhedus,Naemorhedus caudatus,C4,NA,0,1,C4,NA,0,1,C4,NA,0,1,C4,A1,2,2,45.4,540.98,42.04,1.260019889
140,Himalayan Goral,Cetartiodactyla,Bovidae,Naemorhedus,Naemorhedus goral,E2,NA,0,1,E3,NA,0,1,E3,E2,1,2,E3,NA,0,1,106.99,873.39,31.24,0.157453264
141,Chinese Goral,Cetartiodactyla,Bovidae,Naemorhedus,Naemorhedus griseus,C3,NA,0,1,C3,NA,0,1,C3,D1,1,2,C5,NA,0,1,121.08,880.65,28.95,0.010853812
142,Dama Gazelle,Cetartiodactyla,Bovidae,Nanger,Nanger dama,F3,A1,3,2,F3,A1,4,2,A1,F3,2,2,A1,NA,0,1,14.97,263.81,20.22,1.978205681
143,Grant's Gazelle,Cetartiodactyla,Bovidae,Nanger,Nanger granti,G1,C5,3,3,G2,A1,4,2,G2,A1,2,2,C5,A1,2,2,58.07,853.79,0.28,0.657831587
144,Soemmerring's Gazelle,Cetartiodactyla,Bovidae,Nanger,Nanger soemmerringii,G1,F4,3,3,G2,A1,4,2,G2,A1,2,2,C5,A1,2,2,33.87,467.55,9.81,1.483628196
145,Bate's Pygmy Antelope,Cetartiodactyla,Bovidae,Neotragus,Neotragus batesi,F3,G3,1,2,F3,A1,4,2,F3,A1,2,2,F3,NA,0,1,144.95,1384.8,1.99,-0.992847322
146,Royal Antelope,Cetartiodactyla,Bovidae,Neotragus,Neotragus pygmaeus,F3,F4,1,2,F4,F3,4,2,F3,A1,3,2,F3,A1,1,2,176.5,1310.62,6.81,-1.182224271
147,Suni,Cetartiodactyla,Bovidae,Nesotragus,Nesotragus moschatus,D2,D1,3,3,D2,D1,4,2,E1,NA,0,1,D2,NA,0,1,75.22,908.38,-13.29,0.409130032
148,Nilgiri Tahr,Cetartiodactyla,Bovidae,Nilgiritragus,Nilgiritragus hylocrius,C2,C4,3,2,C3,NA,0,1,C3,NA,0,1,C5,NA,0,1,146.23,1139.48,9.95,-0.628409109
149,Mountain Goat,Cetartiodactyla,Bovidae,Oreamnos,Oreamnos americanus,A1,NA,0,1,A1,NA,0,1,A1,NA,0,1,A1,NA,0,1,66,324.18,54.06,1.394932134
150,Klipspringer,Cetartiodactyla,Bovidae,Oreotragus,Oreotragus oreotragus,F2,NA,0,1,F2,NA,0,1,B2,NA,0,1,F2,NA,0,1,66.5,776.24,-7.77,0.695887413
151,Beisa Oryx,Cetartiodactyla,Bovidae,Oryx,Oryx beisa,A1,C5,3,2,D1,C5,4,2,A1,C5,3,3,C5,NA,0,1,43.91,658.89,6.35,1.093266686
152,Scimitar-Horned Oryx,Cetartiodactyla,Bovidae,Oryx,Oryx dammah,A1,G3,2,2,A1,G3,6,3,A1,NA,0,1,A1,NA,0,1,15.15,224.55,16.24,2.036767717
153,Gemsbok,Cetartiodactyla,Bovidae,Oryx,Oryx gazella,A1,C5,3,2,D1,C5,4,2,A1,C5,3,2,C5,NA,0,1,40.73,584.24,-8.27,1.238478277
154,Arabian Oryx,Cetartiodactyla,Bovidae,Oryx,Oryx leucoryx,A1,C5,3,2,A1,NA,0,1,E4,A1,1,2,C5,A1,2,2,NA,NA,NA,NA
155,Oribi,Cetartiodactyla,Bovidae,Ourebia,Ourebia ourebi,G2,A1,3,2,G2,NA,0,1,G2,NA,0,1,G2,NA,0,1,87.92,899.5,-8.62,0.300679481
156,Musk Ox,Cetartiodactyla,Bovidae,Ovibos,Ovibos moschatus,C5,NA,0,1,E4,A1,6,2,A1,NA,0,1,E4,NA,0,1,15.78,100.96,71.68,2.220511176
157,Argali,Cetartiodactyla,Bovidae,Ovis,Ovis ammon,E3,A1,1,2,A1,E4,5,2,E4,A1,1,2,A1,NA,0,1,24.35,267.71,41.17,1.882044468
158,Bighorn Sheep,Cetartiodactyla,Bovidae,Ovis,Ovis canadensis,E1,A1,1,2,E1,NA,0,1,E1,NA,0,1,C5,NA,0,1,27.23,367.79,40.48,1.70066345
159,Thinhorn Sheep,Cetartiodactyla,Bovidae,Ovis,Ovis dalli,A1,NA,0,1,A1,NA,0,1,A1,NA,0,1,A1,NA,0,1,41.26,241.32,60.59,1.760012784
160,Snow Sheep,Cetartiodactyla,Bovidae,Ovis,Ovis nivicola,E2,A1,1,2,E2,A1,4,2,E2,A1,2,2,E4,NA,0,1,25.79,192.37,61.16,1.98390268
161,Mouflon,Cetartiodactyla,Bovidae,Ovis,Ovis orientalis,A1,E3,3,2,E2,C5,6,3,A1,C5,3,3,C5,NA,0,1,NA,NA,NA,NA
162,Chiru,Cetartiodactyla,Bovidae,Pantholops,Pantholops hodgsonii,C5,A1,1,2,D1,A1,6,2,E4,C5,2,3,D1,A1,2,2,49.94,378.24,32.83,1.466299185
163,Grey Rhebok,Cetartiodactyla,Bovidae,Pelea,Pelea capreolus,F1,NA,0,1,D2,NA,0,1,D2,NA,0,1,D2,D3,2,2,42.22,592.41,-28.71,1.211607754
164,Maxwell's Duiker,Cetartiodactyla,Bovidae,Philantomba,Philantomba maxwellii,E4,E3,1,2,E3,NA,0,1,E3,A1,2,2,E3,NA,0,1,146.15,1134.69,9.1,-0.620283948
165,Blue Duiker,Cetartiodactyla,Bovidae,Philantomba,Philantomba monticola,E4,D1,1,2,E3,NA,0,1,F3,NA,0,1,E3,A1,1,2,118.15,1145.04,-12.45,-0.367008808
166,Walter's Duiker,Cetartiodactyla,Bovidae,Philantomba,Philantomba walteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Mongolian Gazelle,Cetartiodactyla,Bovidae,Procapra,Procapra gutturosa,G1,A1,1,2,G1,G2,6,3,G1,A1,2,2,G1,NA,0,1,23.87,281.7,45.77,1.865174069
168,Tibetan Gazelle,Cetartiodactyla,Bovidae,Procapra,Procapra picticaudata,D2,NA,0,1,D2,A1,4,2,A1,NA,0,1,C5,NA,0,1,46.84,330.86,33.64,1.568862603
169,Przewalski's Gazelle,Cetartiodactyla,Bovidae,Procapra,Procapra przewalskii,G2,NA,0,1,G2,A1,4,2,G2,A1,2,2,C5,NA,0,1,27.29,398.79,37.06,1.652479301
170,Blue Sheep,Cetartiodactyla,Bovidae,Pseudois,Pseudois nayaur,C2,C4,1,2,C2,C5,6,2,C5,A1,2,3,A1,C5,1,2,55.16,417.05,34.44,1.356516895
171,Saola,Cetartiodactyla,Bovidae,Pseudoryx,Pseudoryx nghetinhensis,G5,A1,3,2,G5,NA,0,1,F5,A1,1,2,F5,A1,2,2,167.14,1222.77,17.64,-0.957331528
172,Steenbok,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus campestris,G2,A1,3,2,G2,NA,0,1,G2,A1,2,2,G2,NA,0,1,52.18,656.54,-16.61,1.017374392
173,Cape Grysbok,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus melanotis,G3,NA,0,1,G3,A1,1,2,G3,NA,0,1,NA,NA,NA,NA,33.18,501.32,-32.31,1.438400006
174,Sharpe's Grysbok,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus sharpei,G2,NA,0,1,G2,A1,1,2,G2,NA,0,1,NA,NA,NA,NA,78.96,845.74,-15.29,0.469374205
175,Southern Reedbuck,Cetartiodactyla,Bovidae,Redunca,Redunca arundinum,F1,NA,0,1,F1,NA,0,1,F1,A1,2,2,F1,A1,1,2,86.11,899.47,-16.58,0.318125461
176,Mountain Reedbuck,Cetartiodactyla,Bovidae,Redunca,Redunca fulvorufula,G2,NA,0,1,E2,A1,4,2,E2,A1,2,2,E2,A1,2,2,66.93,898.09,-12.32,0.504626107
177,Bohor Reedbuck,Cetartiodactyla,Bovidae,Redunca,Redunca redunca,F1,NA,0,1,F1,NA,0,1,F1,A1,2,2,F1,A1,2,2,91.58,937.91,2.21,0.206508085
178,Pyrenean Chamois,Cetartiodactyla,Bovidae,Rupicapra,Rupicapra pyrenaica,G3,E3,2,2,G3,NA,0,1,E3,NA,0,1,E3,NA,0,1,69.46,600.94,42.41,0.936644237
179,Northern Chamois,Cetartiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,G1,E3,2,2,G2,E5,6,2,E5,NA,0,1,E5,NA,0,1,60.73,530.64,43.5,1.128528751
180,Saiga,Cetartiodactyla,Bovidae,Saiga,Saiga tatarica,G1,NA,0,1,G2,A1,4,2,G1,NA,0,1,G1,A1,1,2,19.21,258.58,46.47,1.945477497
181,Common Duiker,Cetartiodactyla,Bovidae,Sylvicapra,Sylvicapra grimmia,F1,C5,2,2,F1,NA,0,1,F1,C5,2,2,A1,C5,1,2,80.82,847.89,-9.22,0.448191836
182,Cape Buffalo,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,C5,NA,0,1,C5,NA,0,1,C5,NA,0,1,C5,NA,0,1,100.45,1004.99,-8.82,0.018222744
183,Chowsingha,Cetartiodactyla,Bovidae,Tetracerus,Tetracerus quadricornis,G2,NA,0,1,G2,NA,0,1,G2,NA,0,1,G2,NA,0,1,78.16,688.88,22.28,0.717957997
184,Nyala,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus angasii,E4,G2,3,3,E3,A1,9,2,G1,E3,3,3,E3,NA,0,1,65.29,860.67,-22.04,0.577858456
185,Mountain Nyala,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus buxtoni,E3,A1,3,1,E3,A1,9,2,E3,A1,3,2,E3,A1,1,2,65.43,994.44,7.76,0.371079184
186,Giant Eland,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus derbianus,D1,G3,3,4,G2,A1,2,2,G2,NA,0,1,G2,C5,2,2,109.6,1024.39,8.76,-0.09953111
187,Bongo,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus eurycerus,C5,A1,3,3,G4,A1,2,2,G4,C5,3,3,G4,A1,1,2,143.55,1379.01,2.08,-0.970497004
188,Lesser Kudu,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus imberbis,C2,C4,3,3,C2,A1,2,2,E1,C2,3,4,C2,C5,2,2,50.25,695.54,3.92,0.976034759
189,Common Eland,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus oryx,C2,C4,1,2,C2,NA,0,1,A1,NA,0,1,C2,C5,2,2,76.46,832.14,-10.1,0.514293036
190,Bushbuck,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,G2,A1,3,2,G2,A1,9,2,E4,G2,3,3,G2,NA,0,1,94.18,934.54,-9.36,0.186689122
191,Sitatunga,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus spekii,E1,A1,3,2,E1,A1,9,2,E3,E1,3,4,E1,A1,1,2,124.21,1157.01,-3.27,-0.443647438
192,Greater Kudu,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,E3,E1,3,3,E1,A1,2,2,E2,E1,1,2,E1,A1,1,2,61.83,732.24,-6.95,0.808352831
193,Wild Bactrian Camel,Cetartiodactyla,Camelidae,Camelus,Camelus ferus,E2,NA,0,1,E2,NA,0,1,E2,NA,0,1,E2,NA,0,1,9.94,66.85,41.34,2.329035767
194,Guanaco,Cetartiodactyla,Camelidae,Lama,Lama guanicoe,C3,NA,0,1,G3,A1,4,2,G3,A1,2,2,G3,NA,0,1,NA,NA,NA,NA
195,Vicuña,Cetartiodactyla,Camelidae,Vicugna,Vicugna vicugna,G2,A1,1,2,G2,A1,4,2,G2,A1,2,2,G2,NA,0,1,60.49,570.13,-19.5,1.070190292
196,Eurasian Moose,Cetartiodactyla,Cervidae,Alces,Alces alces,E5,E3,1,2,E3,E5,5,2,A1,E5,1,2,E3,NA,0,1,NA,NA,NA,NA
197,American Moose,Cetartiodactyla,Cervidae,Alces,Alces americanus,E3,NA,0,1,E5,E4,5,2,C2,E5,1,2,E4,NA,0,1,NA,NA,NA,NA
198,Chital,Cetartiodactyla,Cervidae,Axis,Axis axis,F3,F4,3,2,F3,A1,8,2,F3,NA,0,1,F3,NA,0,1,96.14,814.1,17.25,0.352809492
199,Calamian Deer,Cetartiodactyla,Cervidae,Axis,Axis calamianensis,E2,NA,0,1,E2,NA,0,1,E2,NA,0,1,E2,NA,0,1,NA,NA,11.99,NA
200,Bawean Deer,Cetartiodactyla,Cervidae,Axis,Axis kuhlii,E3,NA,0,1,E3,NA,0,1,E3,NA,0,1,E3,NA,0,1,NA,NA,-5.79,NA
201,Hog Deer,Cetartiodactyla,Cervidae,Axis,Axis porcinus,E2,NA,0,1,E2,NA,0,1,E4,NA,0,1,E2,NA,0,1,136.98,979.62,20.57,-0.293986537
202,Marsh Deer,Cetartiodactyla,Cervidae,Blastocerus,Blastocerus dichotomus,G3,A1,3,2,G3,NA,0,1,E4,G3,1,2,G4,NA,0,1,121.57,1195.43,-19.49,-0.477270974
203,European Roe Deer,Cetartiodactyla,Cervidae,Capreolus,Capreolus capreolus,C3,G2,1,2,G2,NA,0,1,G2,NA,0,1,G2,NA,0,1,55.04,450.28,51.25,1.306638465
204,Siberian Roe Deer,Cetartiodactyla,Cervidae,Capreolus,Capreolus pygargus,G2,NA,0,1,G2,NA,0,1,G2,NA,0,1,A1,NA,0,1,32.33,367.7,46.94,1.651774298
205,White-Lipped Deer,Cetartiodactyla,Cervidae,Cervus,Cervus albirostris,E3,A1,1,2,E3,NA,0,1,E3,E1,1,2,E2,NA,0,1,80.94,445.65,33.72,1.064766739
206,Red Deer,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,F3,D3,1,2,F3,NA,0,1,E3,NA,0,1,F3,NA,0,1,44.42,421.62,46.41,1.452744514
207,Sika Deer,Cetartiodactyla,Cervidae,Cervus,Cervus nippon,E3,G2,1,2,G2,A1,8,2,E2,G2,3,3,A1,E4,1,2,88.81,789.14,33.97,0.461605915
208,Tibetan Red Deer,Cetartiodactyla,Cervidae,Cervus,Cervus wallichi,E3,NA,0,1,E3,NA,0,1,E3,NA,0,1,A1,E4,1,2,NA,NA,NA,NA
209,Fallow Deer,Cetartiodactyla,Cervidae,Dama,Dama dama,E2,NA,0,1,G2,A1,8,2,G1,NA,0,1,A1,C5,1,2,58.52,475.08,48.26,1.235098612
210,Persian Fallow Deer,Cetartiodactyla,Cervidae,Dama,Dama mesopotamica,E2,NA,0,1,G2,E2,8,3,E2,NA,0,1,A1,NA,0,1,NA,NA,NA,NA
211,Tufted Deer,Cetartiodactyla,Cervidae,Elaphodus,Elaphodus cephalophus,C4,C5,1,2,C5,NA,0,1,C5,NA,0,1,A1,C5,1,2,122.62,947.47,27.88,-0.106567419
212,Père David's Deer,Cetartiodactyla,Cervidae,Elaphurus,Elaphurus davidianus,D2,NA,0,1,F3,NA,0,1,E3,NA,0,1,E3,NA,0,1,NA,NA,NA,NA
213,Taruca,Cetartiodactyla,Cervidae,Hippocamelus,Hippocamelus antisensis,E3,A1,1,2,D2,NA,0,1,D2,G1,1,2,A1,NA,0,1,141.12,1109.84,-13.36,-0.533766835
214,Patagonian Huemul,Cetartiodactyla,Cervidae,Hippocamelus,Hippocamelus bisulcus,E2,E4,1,2,E2,NA,0,1,E2,NA,0,1,E2,A1,1,2,143.42,527.52,-43.63,0.338403942
215,Chinese Water Deer,Cetartiodactyla,Cervidae,Hydropotes,Hydropotes inermis,G1,G2,1,2,G3,G2,4,2,G2,NA,0,1,G2,NA,0,1,112.88,1031.61,28.91,-0.142150343
216,Red Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama americana,E1,E3,1,3,G3,NA,0,1,G3,E3,1,2,G3,A1,1,2,149.07,1294.79,-9.86,-0.89422348
217,Small Red Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama bororo,E1,E3,1,2,G3,NA,0,1,G3,E3,1,2,G3,A1,1,2,152.76,1240.93,-24.65,-0.846982278
218,Merida Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama bricenii,E4,G3,1,2,G4,NA,0,1,E4,G4,1,2,G4,A1,1,2,106.98,1412.72,6.18,-0.670711109
219,Dwarf Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama chunyi,E4,G3,1,2,G4,NA,0,1,E4,G4,1,2,G4,NA,0,1,205.34,1245.35,-14.26,-1.3592327
220,Gray Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama gouazoubira,E3,E4,1,2,E3,NA,0,1,E3,NA,0,1,F3,NA,0,1,147.65,1281.02,-10.9,-0.859425842
221,Brazilian Dwarf Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama nana,G3,C4,1,2,G3,NA,0,1,G3,E3,1,2,G3,NA,0,1,131.73,1203.29,-24.8,-0.587011946
222,Amazonian Brown Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama nemorivaga,E3,NA,0,1,E3,NA,0,1,E3,NA,0,1,E3,NA,0,1,NA,NA,NA,NA
223,Yucatan Brown Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama pandora,D2,NA,0,1,E2,NA,0,1,E2,NA,0,1,E2,A1,1,2,75.83,1136.87,20.26,0.052369042
224,Dwarf Red Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama rufina,C5,G4,1,2,G4,NA,0,1,C5,G4,1,2,G4,NA,0,1,176.24,1355,-0.43,-1.247880143
225,Central American Red Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama temama,E3,NA,0,1,G4,NA,0,1,E3,G4,1,2,G4,A1,1,2,193.45,1363.79,9.53,-1.42682246
226,Bornean Yellow Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus atherodes,G2,E4,3,2,G2,NA,0,1,G2,A1,2,3,G2,A1,1,2,255.41,1671.15,1.16,-2.494476157
227,Black Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus crinifrons,F2,E5,1,3,E5,NA,0,1,E5,NA,0,1,E5,A1,1,2,117.9,1020,29.44,-0.172578929
228,Fea's Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus feae,F2,C5,3,3,F3,NA,0,1,C5,NA,0,1,C5,A1,1,2,393.21,1107.53,15.02,-2.953613196
229,Gongshan Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus gongshanensis,F2,E3,1,2,E3,NA,0,1,E3,NA,0,1,E3,A1,1,2,188.44,870.87,28.59,-0.621672598
230,Sumatran Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus montanus,F2,F1,3,3,E3,NA,0,1,E5,NA,0,1,E3,A1,1,2,NA,NA,NA,NA
231,Southern Red Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus muntjak,G2,C4,3,4,G3,NA,0,1,G2,C5,3,4,G3,A1,1,2,150.35,1094.18,11.79,-0.598447361
232,Puhoat Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus puhoatensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,1061.77,19.46,-0.208847697
233,Leaf Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus putaoensis,F3,C4,1,2,F3,NA,0,1,F3,NA,0,1,F3,A1,1,2,194.24,1188,26.72,-1.164452469
234,Reeve's Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus reevesi,F1,C4,3,2,F2,NA,0,1,F4,F2,1,2,F2,A1,1,2,109.52,1016.93,27.17,-0.087305573
235,Roosevelt's Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus rooseveltorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.18,996.13,19.4,-0.234745054
236,Annamite Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus truongsonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.48,1410.97,15.77,-2.105198354
237,Indian Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus vaginalis,G2,E4,3,2,G3,NA,0,1,E3,G3,3,3,G3,A1,1,2,NA,NA,NA,NA
238,Large-Antlered Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus vuquangensis,F2,E5,3,2,F2,NA,0,1,F4,F2,3,3,F2,A1,1,2,217.86,1241,15.99,-1.47290969
239,Mule Deer,Cetartiodactyla,Cervidae,Odocoileus,Odocoileus hemionus,E1,G3,1,2,G3,NA,0,1,G3,NA,0,1,C5,A1,1,2,38.76,389.11,41.77,1.557081573
240,White-Tailed Deer,Cetartiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,G2,E1,3,3,G2,NA,0,1,G2,A1,2,2,G2,A1,1,2,80.45,773.39,21.89,0.566159951
241,Pampas Deer,Cetartiodactyla,Cervidae,Ozotoceros,Ozotoceros bezoarticus,G2,E2,3,3,G2,NA,0,1,G2,NA,0,1,C5,A1,1,2,110.35,1103.34,-21.88,-0.227986204
242,Northern Pudu,Cetartiodactyla,Cervidae,Pudu,Pudu mephistophiles,C5,G4,1,2,G4,NA,0,1,C5,NA,0,1,G4,NA,0,1,151.56,1326.56,-3.73,-0.966950232
243,Southern Pudu,Cetartiodactyla,Cervidae,Pudu,Pudu puda,F5,G1,1,3,F2,NA,0,1,G2,F2,1,2,F2,NA,0,1,109.54,567.07,-43.69,0.603361693
244,Reindeer,Cetartiodactyla,Cervidae,Rangifer,Rangifer tarandus,E4,C5,1,2,E4,C5,4,3,E4,A1,1,2,E4,A1,1,2,29.21,236.86,64.59,1.88270127
245,Barasingha,Cetartiodactyla,Cervidae,Rucervus,Rucervus duvaucelii,F2,NA,0,1,F2,NA,0,1,F2,NA,0,1,F2,NA,0,1,101.07,790.72,25.76,0.341321532
246,Eld's Deer,Cetartiodactyla,Cervidae,Rucervus,Rucervus eldii,C2,E2,3,3,E2,NA,0,1,E2,E5,2,2,E2,A1,1,2,157.98,1139.95,18.86,-0.742086105
247,Phillipine Spotted Deer,Cetartiodactyla,Cervidae,Rusa,Rusa alfredi,E1,E3,1,2,E3,E4,"6, 8",3,E3,E1,2,2,E3,NA,0,1,160.44,1479.27,10.48,-1.286835511
248,Phillipine Deer,Cetartiodactyla,Cervidae,Rusa,Rusa marianna,E4,NA,0,1,E3,NA,0,1,E3,NA,0,1,E3,NA,0,1,206.29,1469.48,12.1,-1.712566437
249,Javan Deer,Cetartiodactyla,Cervidae,Rusa,Rusa timorensis,E3,A1,1,2,E3,NA,0,1,E3,NA,0,1,E3,E5,2,2,196.77,1370.42,-7.36,-1.468920146
250,Sambar,Cetartiodactyla,Cervidae,Rusa,Rusa unicolor,E4,NA,0,1,E3,NA,0,1,E3,NA,0,1,E4,NA,0,1,152.82,1103.12,12.02,-0.635921335
251,Giraffe,Cetartiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis,E2,C5,3,4,G1,E5,6,3,G1,A1,3,4,G1,E2,3,3,64.96,783.5,-4.62,0.699542419
252,Okapi,Cetartiodactyla,Giraffidae,Okapia,Okapia johnstoni,E4,A1,1,4,E4,NA,0,1,A1,E5,1,2,E3,E5,2,2,143.9,1428.28,-1.57,-1.049526609
253,Pygmy Hippopotamus,Cetartiodactyla,Hippopotamidae,Choeropsis,Choeropsis liberiensis,NA,NA,1,2,C4,NA,0,1,C4,NA,0,1,C4,NA,0,1,213.58,1315.05,8.28,-1.545485309
254,Hippopotamus ,Cetartiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus amphibius,NA,NA,1,2,2,1,4,2,2,1,2,2,2,C5,2,2,91.23,931.33,-6.86,0.219977754
255,Anhui Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus anhuiensis,D2,NA,0,1,E3,E2,6,2,D2,NA,0,1,E2,NA,0,1,NA,NA,NA,NA
256,Forest Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus berezovskii,C2,A1,3,3,D2,NA,0,1,D2,NA,0,1,D2,NA,0,1,108.26,893.09,28.85,0.114990781
257,Alpine Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus chrysogaster,C3,E1,1,2,E2,NA,0,1,C3,NA,0,1,E2,NA,0,1,90.64,556.83,32.72,0.80077713
258,Kashmir Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus cupreus,C3,A1,3,2,C3,F3,"6, 8",3,C3,A1,1,2,C3,NA,0,1,NA,NA,NA,NA
259,Black Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus fuscus,C4,A1,1,2,C5,F4,6,2,C5,NA,0,1,F2,NA,0,1,163.32,957.72,28.75,-0.513566171
260,Himalayan Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus leucogaster,C3,NA,0,1,C4,F3,5,2,C4,NA,0,1,F2,NA,0,1,NA,NA,NA,NA
261,Siberian Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus moschiferus,C3,A1,3,3,F4,NA,0,1,F4,C3,1,2,F4,NA,0,1,31.16,317.71,53.39,1.739792455
262,Hairy Babirusa,Cetartiodactyla,Suidae,Babyrousa,Babyrousa babyrussa,NA,NA,0,1,C3,NA,0,1,C3,NA,0,1,C3,NA,0,1,281.24,NA,-2.73,NA
263,Sulawesi Babirusa,Cetartiodactyla,Suidae,Babyrousa,Babyrousa celebensis,NA,NA,0,1,C2,NA,0,1,C2,NA,0,1,C2,NA,0,1,231.15,1808.07,-1.37,-2.471530649
264,Togian Islands Babirusa,Cetartiodactyla,Suidae,Babyrousa,Babyrousa togeanensis,NA,NA,0,1,C2,NA,0,1,C2,NA,0,1,C2,NA,0,1,NA,NA,-0.4,NA
265,Forest Hog,Cetartiodactyla,Suidae,Hylochoerus,Hylochoerus meinertzhageni,C4,C5,1,2,C5,NA,0,1,C5,NA,0,1,C4,C5,2,2,138.34,1288.14,3.65,-0.780861201
